GEOID,district,longitude,latitude,elevation,updated,name,ownership,built,type,doctors,nurses,nurses2,pcns,ehts,pharmacists,labtechs,beds,maternal,general,cathmentpo,distneares,has_community,has_community2,water_pipe,water_run,electric,electric2,distnear2,sanitation,sanitation2,sanitation3,security,security2,tar_road,gravel_road,incinerator,autoway,dental,comments,type_edite
387,Mberengwa,30.068470001200001,-20.95372,0,1998,Gwarava,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
388,Insiza,29.6905002594,-20.40542,0,1998,Gwatemba,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
389,Hwange,27.186389923099998,-18.61111,0,1998,Gwayi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
390,Zvimba,30.858329772899999,-17.67694,0,1998,Gwebi,5,0,Gvt Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
391,Nkayi,28.7088909149,-18.66306,0,1998,Gwelutshena,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
392,Chipinge,32.662498474099998,-20.53,0,1998,Gwenzi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
393,Gweru,29.8390808105,-19.47222,0,1998,Gweru P.H,1,0,Provincial Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
394,Chimanimani,32.653831481899999,-19.9385,0,1998,Gwindingwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
395,Mutare,32.172531127900001,-19.2565,0,1998,Gwindingwi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
396,Esigodini,28.956060409500001,-20.32064,0,1998,Habani,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
397,Chirumanzu,30.624500274700001,-19.85431,0,1998,Hama,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
398,Shurugwi,30.167640686,-19.65592,0,1998,Hanke,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
399,Mutasa,32.4726104736,-18.60322,0,1998,Haparare,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
400,Zaka,31.27368927,-20.40028,0,1998,Harava,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
401,Mutasa,32.851970672599997,-18.49153,0,1998,Hauna,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
402,Mutasa,32.850830078100003,-18.502,0,1998,Hauna,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
403,Makoni,32.039890289299997,-18.28597,0,1998,Headlands,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
404,Chegutu,30.676109314000001,-17.87361,0,1998,Helenadrof,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
405,Mazowe,30.972169876100001,-17.59243,0,1998,Henderson Research,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
406,Hurungwe,29.537780761699999,-16.86944,0,1998,Hesketh,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
407,Hurungwe,29.673889160200002,-16.56972,0,1998,Hewiyai,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
408,Bulilimamangwe,27.301670074499999,-20.145,0,1998,Hingwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
409,Chiredzi,31.651109695399999,-21.07347,0,1998,Hippo Valley,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
410,Mazowe,30.690629959100001,-17.29543,0,1998,Holmeden,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
411,Chirumanzu,30.590940475499998,-19.56742,0,1998,Holy Cross,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
412,Makonde,29.779169082599999,-17.69417,0,1998,Hombwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
413,Maphisa,28.553859710699999,-21.25589,0,1998,Homestead,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
414,Mutasa,32.769748687700002,-18.60322,0,1998,Honde,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
415,Guruve,30.886669158899998,-16.70306,0,1998,Horseshoe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
416,Esigodini,28.784559249899999,-20.30364,0,1998,How Mine,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
417,Mazowe,30.994300842299999,-17.56592,0,1998,Howard,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
418,Centenary,31.302669525100001,-16.357,0,1998,Hoya,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
419,Mutoko,32.155559539800002,-17.56853,0,1998,Hoyuyu 1,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
420,Mutoko,32.251499176000003,-17.76861,0,1998,Hoyuyu 2,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
421,Bikita,31.537250518800001,-20.05172,0,1998,Hozvi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
422,Gokwe,28.532499313399999,-17.98611,0,1998,Huchu,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
423,Chegutu,30.7000007629,-17.85778,0,1998,Hunyani,7,0,Private Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
424,Chipinge,32.485561370799999,-20.82556,0,1998,Hwakata,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
425,Bulilimamangwe,27.465560913099999,-19.89528,0,1998,Huwana,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
426,Centenary,30.959999084500001,-16.32367,0,1998,Hwata,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
427,Marondara,31.624109268200002,-18.46728,0,1998,Igava,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
428,Umguza,28.074169158899998,-19.66111,0,1998,Igusi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
429,Mberengwa,30.102079391499998,-20.86708,0,1998,Imbahuru,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
431,Kadoma,29.859720230099999,-18.37889,0,1998,Ingezi,5,0,Municipality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
432,Mberengwa,30.386190414400001,-20.58697,0,1998,Ingezi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
433,Bulilimamangwe,27.870830535900001,-21.11917,0,1998,Ingwizi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
434,Zvimba,30.7183303833,-17.67083,0,1998,Inkomo,5,0,Army Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,"Millitary H"
435,Umguza,28.3272209167,-19.49306,0,1998,Insuza,6,0,Rural Health centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
436,Bubi,28.8561096191,-19.685,0,1998,Inyathi,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
437,Makoni,32.254890441900002,-18.22197,0,1998,Inyati,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
438,Esigodini,29.0853099823,-20.52311,0,1998,Irisvale,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
439,Mazowe,31.065399169900001,-17.44133,0,1998,Iron Duke,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
440,Bubi,28.549440383899999,-19.46111,0,1998,Isabella Mine,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
441,Kwekwe,29.2500591278,-19.10408,0,1998,Jackson,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
442,Gokwe,28.953329086299998,-18.01806,0,1998,Jahana,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
443,Hwange,26.227500915499999,-18.05222,0,1998,Jambezi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
444,Zvimba,30.033609390300001,-17.73194,0,1998,Jari,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
445,Mberengwa,29.9341392517,-20.85536,0,1998,Jeka,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
446,Murehwa,32.089561462399999,-17.75797,0,1998,Jekwa,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
447,Zaka,31.451389312700002,-20.42467,0,1998,Jerera,5,0,Satelite Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
448,Chipinge,32.679721832299997,-20.52528,0,1998,Jersey,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
449,Gwanda,29.3228092194,-21.05517,0,1998,Jessie Mine,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
450,Zaka,31.267860412600001,-20.30397,0,1998,Jichidza,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
451,Zaka,31.222440719600002,-20.26978,0,1998,Jichidza,3,0,Mission Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
452,Tsholotsho,27.738609314000001,-19.49333,0,1998,Jimila,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
453,Mazowe,31.2014503479,-16.83293,0,1998,Jingamvura,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
454,Gokwe,28.2574996948,-18.345,0,1998,Jiri,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
455,Shurugwi,30.287109375,-19.68503,0,1998,Jobolinko,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
456,Goromonzi,31.384420394900001,-17.72214,0,1998,John Reimer,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
457,Zvimba,30.1155605316,-17.75417,0,1998,Jokwani,8,0,Council Clinic(Construction),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
458,Mutasa,32.702331543,-18.63772,0,1998,Jombe,5,0,Gvt Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
459,Kadoma,29.448610305799999,-18.06917,0,1998,Jompani,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
460,Seke,31.1346702576,-18.05411,0,1998,Jonasi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
461,Lupane,27.558330535900001,-18.73056,0,1998,Jotsholo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
462,Chipinge,32.784168243400003,-20.16056,0,1998,Junction Gate,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
463,Gwanda,29.3721408844,-20.99019,0,1998,JZ Moyo,5,0,School Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
464,Gweru,30.073440551800001,-19.1395,0,1998,Kabanga,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
465,Guruve,30.5026493073,-16.63361,0,1998,Kachuta,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
466,Kadoma,29.8983306885,-18.34583,0,1998,Kadoma Clinic,5,0,Municipality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
467,Kadoma,29.911670684800001,-18.33083,0,1998,Kadora,2,0,District Hosp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
468,Murehwa,31.736999511699999,-17.78822,0,1998,Kadzere,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
469,Gokwe,28.938329696699999,-17.50028,0,1998,Kadzidirire,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
470,Ump,32.252780914299997,-16.84306,0,1998,Kafura,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
471,Gwanda,28.772220611600002,-21.60386,0,1998,Kafusi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
472,Gokwe,28.763330459599999,-17.7375,0,1998,Kahobo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
473,Mt Darwin,31.552520752,-16.31861,0,1998,Kaitano,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
474,Hwange,27.059719085699999,-18.315,0,1998,Kamative,4,0,Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
475,Nyanga,32.867969512899997,-17.78936,0,1998,Kambudzi,8,0,Conucil Not Open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
476,Makonde,29.358610153200001,-17.47306,0,1998,Kamonde,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
477,Mt Darwin,31.785610199000001,-16.38361,0,1998,Kamutsenzere,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
478,Gokwe,28.515829086299998,-18.55583,0,1998,Kana,3,0,Mission Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
479,Lupane,27.977779388399998,-18.30444,0,1998,Kanyandavu,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
480,Kariba,28.995279312099999,-16.91528,0,1998,Kanyati,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
481,Hwange,26.311109542800001,-18.01694,0,1998,Kanywambizi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
482,Tsholotsho,27.517499923700001,-19.26056,0,1998,Kapane,8,0,Not Open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
483,Hurungwe,29.408330917400001,-17.06583,0,1998,Kapfunde,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
484,Mudzi,32.752189636200001,-17.01956,0,1998,Kapotesa,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
485,Mt Darwin,31.839550018299999,-16.65555,0,1998,Karanda,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
486,Binga,27.534999847400002,-17.96972,0,1998,Kariangwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
487,Kariba,28.791669845600001,-16.52028,0,1998,Kariba,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
488,Ump,32.0147209167,-17.31306,0,1998,Karimbika,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
489,Hurungwe,29.6877803802,-16.81528,0,1998,Karoi,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
490,Hurungwe,29.642780304,-16.47806,0,1998,Karuru,8,0,Council (Construction),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
491,Hurungwe,29.8772201538,-17.03111,0,1998,Kasimube,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
492,Chegutu,30.6683292389,-17.8825,0,1998,Katangautano,5,0,Municipality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
493,Mutasa,33.0345306396,-18.37128,0,1998,Katiyo,7,0,Private-Tanganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
494,Ump,31.840560913099999,-17.2225,0,1998,Katiyo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
495,Makoni,32.003471374500002,-18.72456,0,1998,Katsenga,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
496,Mutoko,32.154689788799999,-17.40781,0,1998,Katsukunya,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
497,Mutoko,32.3528900146,-17.21972,0,1998,Kawewe,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
498,Hurungwe,29.835559845,-16.55917,0,1998,Kazangarare,5,0,Gvt Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
499,Makonde,29.604999542200002,-17.47306,0,1998,Kenzamba,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
500,Maphisa,28.4580307007,-20.91947,0,1998,Kezi,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
501,Chipinge,32.385280609100001,-20.39806,0,1998,Kondo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
502,Mudzi,32.656360626199998,-16.90114,0,1998,Kondo,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
503,Chipinge,32.770000457800002,-20.32139,0,1998,Kopera,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
504,Makonde,30.2138900757,-16.66722,0,1998,Kosana,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
505,Mberengwa,29.588970184299999,-20.98397,0,1998,Kotokwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
506,Mudzi,32.6728286743,-17.00811,0,1998,Kotwa,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
507,Mudzi,32.669361114499999,-16.98928,0,1998,Kotwa,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
508,Goromonzi,31.489250183100001,-17.67219,0,1998,Kowoyo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
509,Gokwe,29.3719406128,-18.45028,0,1998,Krima,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
510,Goromonzi,31.370470047000001,-17.82031,0,1998,Kubatsirana,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
511,Esigodini,28.9070606232,-20.62233,0,1998,Kumbuzi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
512,Seke,31.2219696045,-18.07236,0,1998,Kunaka,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
513,Chivi,30.256689071699999,-20.05147,0,1998,Kuranda,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
514,Mutoko,32.020278930700002,-17.62114,0,1998,Kushinga,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
515,Zvimba,30.420000076299999,-17.73944,0,1998,Kutama,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
516,Zvimba,30.394720077500001,-17.37639,0,1998,Kuwadzana,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
517,Gokwe,29.030279159500001,-17.9075,0,1998,Kuwirirana,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
518,Kwekwe,29.823749542200002,-18.93572,0,1998,Kwekwe,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
